,Unnamed: 0,drug,title,year,Treatment,Treatment.1,Treatment_multiple_words,Unnamed: 7,sentence,label,annotation_expert_2,Comparison_1_vs_2,annotation_expert_3,annotation_expert_4,Unnamed: 14,BioBERT_Prediction
107,17270,acyclovir,Medical treatment of viral pneumonia including SARS in immunocompetent adult,2004.0,,,,,"[20] [21] [22] 52, 53 In the case of VZV pneumonia, the absence of mortality in cases treated with the addition of steroid to an efficacious antiviral agent such as acyclovir seems to support such an approach",,,0,,,,0.002375724259763956
108,925,metformin,Saikosaponin b2 enhances the hepatotargeting effect of anticancer drugs through inhibition of multidrug resistance-associated drug transporters,2019.0,,,,,[20] found that metformin activated AMPK and suppressed MDR1 expression in MCF-7/adr cells by inhibiting the activation of NF-κB and CREB,,,0,,,,0.9375954270362854
109,21866,ribavirin,42 Gastrointestinal Complications of Secondary Immunodeficiency Syndromes,2011.0,,,,,"[205] [206] [207] Interferon with ribavirin therapy is widespread in chronic hepatitis-C monoinfected patients, and its efficacy in hepatitis C-HIV coinfected patients is yet to be fully realized",,,0,,,,0.003469626884907484
110,11404,chlorpheniramine,Prescription practice of antihistamines for acute upper respiratory tract infections in pediatric patients in a local emergency department in Hong Kong,2017.0,,,,,"[21, 22] Although diphenhydramine has been used for treating oculogyric crisis and acute dystonic reactions, dystonia had been reported following use of antihistamine such as chlorpheniramine and diphenhydramine",,,0,,,,0.9692797064781189
111,3701,rituximab,69 Acute Pneumonia,2015.0,,,,,"[237] [238] [239] As with CAP in general, there can be significant geographic differences in the relative incidence of differing pathogens.",,,0,,,,0.005031908396631479
112,578,ethylene,"A chemical free, nanotechnology-based method for airborne bacterial inactivation using engineered water nanostructures",2014.0,,,,,"[24] [25] [26] Furthermore, the use of other disinfection methods which are based on the use of biocidal gases such ethylene oxide, 27 hydrogen peroxide, 28 ozone 29 and chlorine dioxide 30 also have limitations associated with toxicity, 31 potential material damage, and in some instances downtime of the space or equipment being treated",,,0,,,,0.9535232186317444
113,17274,vidarabine,Medical treatment of viral pneumonia including SARS in immunocompetent adult,2004.0,,,,,[26] [27] [28] [29] [30] [31] [32] [33] [34] [35] [36] [37] [38] Two patients were treated with vidarabine before the widespread use of acyclovir,,,0,,,,0.022036554291844368
114,13856,methylprednisolone,CHAPTER 7 Severe Acute Respiratory Syndrome (SARS),2008.0,,,,,"[26] [27] [28] Anti-inflammatory therapy and immunomodulation with steroids, particularly high-dose methylprednisolone, have been used, and although observational data in SARS suggest that high-dose methylprednisolone may be helpful in modulating the lung injury, 18, [29] [30] [31] [32] no high-quality outcome data support their use",,,0,,,,0.8615118265151978
115,5490,ribavirin,Human Metapneumovirus Infections in Hematopoietic Cell Transplant Recipients and Hematologic Malignancy Patients: A Systematic Review,2016.0,,,,,[26] Ribavirin's role in treating hMPV infections in HCT recipients and HM patients is still not known,,,0,,,,0.10887528210878372
116,3473,peramivir,Pandemic Influenza: Implications for Preparation and Delivery of Critical Care Services,2011.0,,,,,"[27] [28] [29] Peramivir, an intravenous NA inhibitor, shown to be active in vitro against all nine HA subtypes, 30 was recently approved for emergency use for pandemic H1N1 infection when a patient is not responding to oral or inhaled therapy or when drug delivery by these routes is not feasible",,,0,,,,0.003471466014161706
117,23728,alemtuzumab,Haploidentical bone marrow transplant with posttransplant cyclophosphamide for sickle cell disease: An update,2020.0,,,,,"[28] administered a myeloablative regimen with alemtuzumab, fludarabine, treosulfan, thiotepa, and cyclophosphamide with the goal of ablating the recipient immune system to reduce graft rejection (Table 1) ",,,0,,,,0.0015554293058812618
118,7744,meropenem,"Year in review in Intensive Care Medicine 2014: III. Severe infections, septic shock, healthcare-associated infections, highly resistant bacteria, invasive fungal infections, severe viral infections, Ebola virus disease and paediatrics",2015.0,,,,,[28] prospectively analyzed the effect of a dose adaption strategy using daily therapeutic drug monitoring (TDM) on the target attainment for meropenem and piperacillin/tazobactam when pneumonia was the primary infectious diagnosis,,,0,,,,0.001356305554509163
119,22836,testosterone,Chapter 19 The Immunophysiology of Male Reproduction,2015.0,,,,,[294] [295] [296] [297] [298] The precise mechanisms involved in maintaining the testicular macrophage population are not known,,,0,,,,0.00485977390781045
120,2019,tamoxifen,Tumor‐associated macrophages secrete CC‐chemokine ligand 2 and induce tamoxifen resistance by activating PI3K/Akt/mTOR in breast cancer,2019.0,,,,,"[3] [4] [5] Tamoxifen, a selective ER modulator, is the most common endocrine therapy worldwide 6 ; hence, resistance to tamoxifen is a major clinical challenge.",,,0,,,,0.002724041696637869
121,22026,rituximab,Virus-induced vasculitis,2009.0,,,,,"[3] observed complete clinical response with the anti-CD20 monoclonal antibody, rituximab, in about 80% of patients treated for mixed CG vasculitis",,,0,,,,0.01865435019135475
122,5487,infliximab,Evaluation of infliximab as second-line treatment of acute graft versus host disease -validating response on day 7 and 28 as predictors of survival,2018.0,,,,,"[30] previously reported increased incidence of non-Candida invasive fungal infections in patients treated with infliximab for aGvHD, which is in line with our observation of invasive Aspergillus infections",,,0,,,,0.9420836567878723
123,12876,lactose,Evaluation of antirotavirus activity of flavonoids,2010.0,,,,,"[31] evaluated the antiviral effect of lactose-based sialylmimetics, with different chemical variations in order to find new target for therapeutic intervention",,,0,,,,0.1502387970685959
124,1411,glycine,,,,,,,"[32] [33] [34] [35] Thus, fragment 2 was synthesized by coupling (L) Boc-protected propargyl glycine with (L) leucine methyl ester using EDCI/HOBt/DIEA/DMF to yield the dipeptidyl ester which was subsequently treated with dry HCl in dioxane to remove the N-terminal Boc protecting group",,,0,,,,0.10693638771772385
125,3395,vancomycin,Outcome of patients with meticillin-resistant Staphylococcus aureus bacteraemia at an emergency department of a medical centre in Taiwan,2008.0,,,,,"[34] showed that an elevated MIC itself did not alter patient mortality, but a vancomycin MIC of 2 g/mL did carry a higher risk of death only in patients receiving empirical therapy",,,0,,,,0.7156525254249573
126,16490,zanamivir,Antiviral combinations for severe influenza,2014.0,,,,,"[35] [36] [37] [38] [39] [40] The fi rst randomised controlled trial of combination therapy in hospital inpatients, done by the Collaborative Antiviral Study Group in the late 1990s, showed that a regimen of oral rimantadine and nebulised zanamivir seemed to exert a slightly greater antiviral eff ect and prevent emergence of adamantane resistance compared with one of rimantadine and nebulised saline",,,0,,,,0.010613705031573772
127,8043,amantadine,The Lipophilic Bullet Hits the Targets: Medicinal Chemistry of Adamantane Derivatives,2013.0,,,,,"[365] [366] [367] [368] The effect of amantadine was proven to be beneficial, in particular when given together with the standard therapy, L-DOPA",,,0,,,,0.004551613237708807
128,14857,histamine,Chapter 19 Disorders of Foals,2004.0,,,,,[382] [383] [384] Patients in intensive care units treated prophylactically with histamine type 2 receptor antagonists are more likely to develop pneumonia during ventilation therapy and gastric colonization with potentially pathogenic bacteria or yeast,,,0,,,,0.0008619985892437398
129,15985,ribavirin,Clinical outcomes in outpatient respiratory syncytial virus infection in immunocompromised children,2016.0,,,,,[4] [5] [6] Current therapeutic options for the treatment of RSV are limited to ribavirin and/or intravenous immunoglobulin (IVIG),,,0,,,,0.0031893630512058735
130,14125,vancomycin,Meticillin-resistant Staphylococcus aureus,2005.0,,,,,"[40] [41] [42] [43] When tested, all strains were reported to be vancomycin and teicoplanin susceptible but potential emergence of resistance to these drugs should be kept in mind, since this has prompted the overuse of glycopeptides in empirical and even prophylactic therapy",,,0,,,,0.5115829110145569
131,22254,glutamine,"Year in review in Intensive Care Medicine 2014: I. Cardiac dysfunction and cardiac arrest, ultrasound, neurocritical care, ICU-acquired weakness, nutrition, acute kidney injury, and miscellaneous",2015.0,,,,,[40] recommended that glutamine should be administered intravenously (IV glutamine) to patients requiring parenteral nutrition except if they suffer from organ failures involving liver or kidneys,,,0,,,,0.14088739454746246
132,4714,ribavirin,Current research for a vaccine against Lassa hemorrhagic fever virus,2018.0,,,,,"[42] [43] [44] Additionally, therapeutics have been developed that include the preclinical testing of ribavirin and favipiravir",,,0,,,,0.0067063020542263985
133,138,propel,Antimicrobial peptides: agents of border protection for companion animals,2012.0,,,,,[42] [43] [44] These insights into specific mechanisms of antimicrobial killing may help propel development of novel therapeutics.,,,0,,,,0.7054195404052734
134,5946,etoposide,Infections associated with haemophagocytic syndrome,2007.0,,,,,[43] [44] [45] Nine of the 13 patients recovered; fi ve had been treated with an etoposide-containing regimen and four had been treated with ganciclovir and foscarnet,,,0,,,,0.10930193960666656
135,1964,amoxicillin,What is new in otitis media?,2007.0,,,,,"[43] of 90 children with AOM, 0.6-7 years of age, treated with amoxicillin or cefuroxime axetil for 10 days, the mean duration of OME was 10.2 days (range: 1-58 days); only 10 of 90 still had OME after 29-43 days.",,,0,,,,0.09612597525119781
136,14871,adenosine,Acute lung injury and acute respiratory distress syndrome: experimental and clinical investigations,2011.0,,,,,"[48, 53] N-acetylcysteine, an antioxidant and cytoprotective agent with scavenging action on reactive oxygen species and inhibitory effects on proinflammatory cytokines ameliorated organ dysfunctions due to sepsis in conscious rats",,,0,,,,0.9353782534599304
137,5308,temozolomide,Tumor-Treating Fields Induce RAW264.7 Macrophage Activation Via NK-κB/MAPK Signaling Pathways,2019.0,,,,,"[5] [6] [7] A phase III trial of TTFs combined with temozolomide established that this treatment protocol led to minimal toxicity, increased the overall survival rate, and improved patient quality of life with equivalent therapeutic efficacy to chemotherapy",,,0,,,,0.10613630712032318
138,13220,ribavirin,Successful Outcome of Human Metapneumovirus (hMPV) Pneumonia in a Lung Transplant Recipient Treated With Intravenous Ribavirin,2007.0,,,,,[5] [6] [7] We report a case of hMPV pneumonia in a lung transplant recipient who was diagnosed by polymerase chain reaction (PCR) and successfully treated with intravenous ribavirin.,,,0,,,,0.0015705961268395185
139,21457,dexamethasone,Efficacy and Safety of Bortezomib in Multiple Myeloma Patients with Hepatitis B: A Multicenter Retrospective Study,2016.0,,,,,"[5] He was treated with four cycles of vincristine, doxorubicin, and dexamethasone and up to eight 3-week cycles of bortezomib, HBV DNA was negative and aminotransferases were found to be normal during therapy and then the hepatitis B reactivation was demonstrated with a HBV DNA level of 20,000 copies/ml, 18 months after bortezomib therapy",,,0,,,,0.03955962508916855
140,14283,enalapril,Protective Role of the ACE2/Ang-(1–9) Axis in Cardiovascular Remodeling,2012.0,,,,,[51] have observed increased ACE2 activity and Ang-(1-9) plasma levels in MI and sham rats treated with enalapril for 8 weeks while circulating Ang-(1-7) levels did not change in any phase after MI [51] (Figure 1 ),,,0,,,,0.07331880182027817
141,14281,enalapril,Protective Role of the ACE2/Ang-(1–9) Axis in Cardiovascular Remodeling,2012.0,,,,,"[51] observed that (a) circulating and LV enzymatic activities of ACE2 were downregulated in the long-term phase of LV dysfunction in rats, (b) these effects were prevented by the conventional ACE inhibitor enalapril, (c) plasma Ang-(1-9) levels were significantly increased when MI rats or sham-operated rats were treated with enalapril for 8 weeks but circulating Ang-(1-7) levels did not change at that time ( Figure 1) Ang-(1-9) Figure 3 : Signaling events and cellular effects induced by Ang II via AT1R and opposing effects of Ang-(1-9) acting through AT2R",,,0,,,,0.7125217318534851
142,1346,boceprevir,Antiviral Natural Products and Herbal Medicines,2014.0,,,,,"[53] The present standard of care consists of parenteral Peg-IFN-a plus oral ribavirin, and will soon incorporate the new protease inhibitors boceprevir and telaprevir for combination therapy",,,0,,,,0.0025767525658011436
143,361,aspirin,"The Redox Role of G6PD in Cell Growth, Cell Death, and Cancer",2019.0,,,,,"[54] Reduced cell proliferation miR-206 targets 3 UTR of G6PD [40] Inhibition of proliferation, promotion of apoptosis, reduced xenograft tumor growth in nude mice miR-1 suppresses G6PD activity [41] Colon High NADP, inhibition of dihydrofolate reductase (DHFR), impairment of folate-mediated biosynthesis Induced ME1 and IDH1 compensation [43] Colorectal Decreased synthesis of ribose and NADPH Acetylation of G6PD at catalytic site by aspirin [18] Hepatocellular Suppressed PPP flux, DNA synthesis, and cell growth Bcl-2 associated athanogene (BAG3) suppresses dimerization and activity of G6PD [154] Reduced G6PD activity miR-1, miR-122 repress G6PD expression [ ",,,0,,,,0.10034561157226562
144,10252,chloroquine,Chloroquine and beyond: exploring anti-rheumatic drugs to reduce immune hyperactivation in HIV/AIDS,2015.0,,,,,[54] treated with chloroquine (18.7 mg/day for 112 consecutive days) seven SIVmac 251 -infected rhesus macaques during the viral load peak that characterizes acute infection,,,0,,,,0.0847661942243576
145,107,albendazole,Chapter 5 Infectious diseases,2011.0,,,,,[55] [56] [57],,,0,,,,0.006624872330576181
146,21558,cyclosporine,33 Hematopoietic Tumors,2019.0,,,,,"[56] [57] [58] In a case-control study of cats undergoing renal transplant, 24% of cases developed cancer (36% of those were lymphoma) while on cyclosporine immunosuppressive therapy compared with 5.1% of control cats, none of which developed lymphoma (OR, 6.1; p = 0.001)",,,0,,,,0.771868884563446
147,1352,curcumin,Antiviral Natural Products and Herbal Medicines,2014.0,,,,,"[57] [58] [59] Curcumin has been identified as a potential inhibitor of HCV replication, potentially by suppressing sterol regulatory element binding protein-1 (SREBP-1)-Akt pathway, [60] and more recently its negative effect on HCV entry has been demonstrated",,,0,,,,0.8771064281463623
148,22731,oseltamivir,Rapid clinical diagnosis in fatal swine influenza (H1N1) pneumonia in an adult with negative rapid influenza diagnostic tests (RIDTs): Diagnostic swine influenza triad,2010.0,,,,,"[6] [7] [8] [9] Early in the swine influenza pandemic, every case of possible H1N1 pneumonia with negative RIDTs was reviewed by the Infectious Disease Division to validate the diagnostic weighted point score system, and to determine which patients had probable diagnosis of swine influenza (H1N1) pneumonia requiring influenza precautions and oseltamivir therapy",,,0,,,,0.0051289820112288
149,5668,erythropoietin,Nanomedicine for Treatment of Acute Lung Injury and Acute Respiratory Distress Syndrome,2017.0,,,,,[60] developed nanocarrier-based gene therapy to upregulate the expression of pulmonary erythropoietin receptor in an animal model of hyperoxic lung injury,,,0,,,,0.934106171131134
150,17356,sildenafil,Methods for studying naturally occurring human pain and their analogues,2013.0,,,,,[64] administered sildenafil to patients with a history of migraine,,,0,,,,0.005686880089342594
151,3738,ezetimibe,,,,,,,[67] [68] [69] [70] Cost is a major limitation in the clinical management of high-risk cardiovascular patients,,,0,,,,0.010877560824155807
152,14057,choline,Extracellular barriers in respiratory gene therapy,2009.0,,,,,[67] demonstrated that the gene transfer of both ethyldimyristoylphosphatidyl choline/cholesterol (EDMPC/Chol) based lipoplexes and linear PEI based polyplexes was respectively~20 and~10-fold higher when the mucus covered epithelium was treated with nacystelyn or NAC before application of the NANs,,,0,,,,0.18174520134925842
153,7757,lipase,"Bioactivities, isolation and purification methods of polysaccharides from natural products: A review",2016.0,,,,,[69] reported that a basic polysaccharide is able to suppress dietary fat absorption from the small intestine by inhibiting pancreatic lipase activity to get the purpose of losing weight.,,,0,,,,0.9098982810974121
154,6341,ribavirin,Severe Acute Respiratory Syndrome Complicated by Spontaneous Pneumothorax,2004.0,,,,,"[7] [8] [9] All patients in this study received therapy with IV ribavirin (Rebetol; Schering-Plough; Kenilworth, NJ) and steroids (typically, methylprednisolone) according to this protocol.",,,0,,,,0.001989680342376232
155,12385,dexamethasone,,,,,,,[72] [73] [74] A recrudescence of BCoV fecal shedding was observed in 1 of 4 WD-BCoV-infected cows treated with dexamethasone,,,0,,,,0.9596385955810547
156,22843,clindamycin,34 Acute Pneumonia and Its Complications,2012.0,,,,,"[77] [78] [79] While the use of vancomycin, clindamycin, or linezolid is not recommended for initial treatment of uncomplicated CAP, these agents may be considered for treating suspected CA-MRSA infection, if pneumonia is unresponsive to initial antibiotics, or in those patients allergic to beta-lactam agents",,,0,,,,0.01573176309466362
157,10148,ribavirin,Successful clearance of human parainfluenza virus type 2 viraemia with intravenous ribavirin and immunoglobulin in a patient with acute myocarditis,2013.0,,,,,"[8] [9] [10] Ribavirin, a synthetic nucleoside, together with interferon alpha improved survival in mice when administered at the time of virus inoculation",,,0,,,,0.003459150204434991
158,15922,dextran,Excretion of Eimeria spp. oocysts in young lambs following iron supplementation,2018.0,,,,,"[8] administered 200 mg iron dextran intramuscularly within 24 h of birth, Vatn and Torsteinbø [14] injected 300 mg iron dextran subcutaneously to lambs within 1 week of birth, and in our study we used 600 mg gleptoferron subcutaneously within the first 3 days of life",,,0,,,,0.001297460519708693
159,5627,rituximab,α-Helical Coiled Coil Peptide Materials for Biomedical Applications,2016.0,,,,,[83] [84] [85] [86] The anti-CD20 antibody Rituximab was approved in 1997 to treat low-grade non-Hodgkin's lymphoma (NHL),,,0,,,,0.002095959847792983
160,12233,ketotifen,Wheezing in children: Approaches to diagnosis and management,2019.0,,,,,[85] concluded that children treated with ketotifen were 2.4 times more likely than those treated with placebo to reduce or stop their bronchodilator treatment.,,,0,,,,0.4387882351875305
161,21551,prednisone,33 Hematopoietic Tumors,2019.0,,,,,[864] [865] [866] Successful therapy with melphalan and prednisone has been rarely applied for a local recurrence or incomplete margins in dogs and cats,,,0,,,,0.34804970026016235
162,18438,salmeterol,COPD exacerbations: defining their cause and prevention,2007.0,,,,,"[91] [92] Mahler and colleagues 91 found that the time to the fi rst exacerbation was longer with therapy with the long-acting beta agonist salmeterol, although the overall number of exacerbations during the study was small",,,0,,,,0.0015764266718178988
163,17825,collagen,Novel nano therapeutic materials for the effective treatment of rheumatoid arthritis-recent insights,2018.0,,,,,"[91] developed wrapsome (WS) containing siRNA (core composed of a cationic lipid bilayer and siRNA complex enveloped in a neutral lipid bilayer in polyethylene glycol over the surface) (SiRNA/WS) and they checked its therapeutic activity in collagen induced arthritis (CIA) mice model, at an intravenous dose of Cy5-labeled siRNA/WS",,,0,,,,0.025751736015081406
164,15909,methylprednisolone,Chapter 50 Extubation and Reintubation of the Difficult Airway,2013.0,,,,,"[95] [96] [97] [98] In the setting of adult ICUs, a large, multicenter, prospective, randomized, double-blind trial of methylprednisolone (20 mg administered 12 hours before and every 4 hours until extubation) versus placebo found that steroids significantly reduced post-extubation laryngeal edema (11 of 355 versus 76 of 343, P < 0.0001) and required reintubation due to laryngeal edema (8% versus 54%, P = 0.005)",,,0,,,,0.008857864886522293
165,21057,daptomycin,5 Antibacterial bioactive materials,2011.0,,,,,"[97] implanted PMMA beads loaded with an antibiotic (vancomycin, daptomycin, or tobramycin/gentamicin, or a combination of these) to treat vascular surgical site (VSS) infections",,,0,,,,0.0025051948614418507
166,23122,amantadine,Overview of the 3rd isirv-Antiviral Group Conference – advances in clinical management,2014.0,,,,,"[98] [99] [100] [101] Other treatment options under study are the use of triple combination therapy with amantadine, oseltamivir and ribavirin, 102 or intravenous peramivir 103 or zanamivir",,,0,,,,0.0024385948199778795
